InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500088,P1019,Phone Stand,Electronics,1,2025-03-02 15:03:00,318.45,C10475,United Kingdom
INV500088,P1020,USB-C Cable,Electronics,2,2025-03-02 15:03:00,233.9,C10475,United Kingdom
INV500088,P1003,Running Shoes,Footwear,1,2025-03-02 15:03:00,2348.43,C10475,United Kingdom
INV500088,P1016,Face Serum,Beauty,4,2025-03-02 15:03:00,923.69,C10475,United Kingdom
INV500088,P1029,,Home,2,2025-03-02 15:03:00,1265.81,C10475,United Kingdom
INV500089,P1021,Premium Tea Pack,Grocery,5,2025-09-29 11:01:00,372.01,C10330,Netherlands
INV500089,P1024,Laptop Sleeve,Accessories,8,2025-09-29 11:01:00,884.74,C10330,Netherlands
INV500089,P1008,Scented Candle Set,Home,20,2025-09-29 11:01:00,596.88,C10330,Netherlands
INV500090,P1017,Sunscreen SPF 50,Beauty,2,2025-03-09 11:46:00,526.04,,Australia
INV500091,P1023,Water Bottle,Fitness,2,2025-02-25 18:53:00,517.83,C10050,United Kingdom
INV500092,P1020,USB-C Cable,Electronics,5,2025-02-21 18:33:00,170.7,C10431,United Kingdom
INV500092,P1023,Water Bottle,Fitness,1,2025-02-21 18:33:00,547.89,C10431,United Kingdom
INV500093,P1008,Scented Candle Set,Home,1,2025-04-17 19:59:00,614.99,C10509,United Kingdom
INV500093,P1001,Organic Cotton T-Shirt,Apparel,6,2025-04-17 19:59:00,524.93,C10509,United Kingdom
INV500093,P1022,Dark Chocolate Box,Grocery,5,2025-04-17 19:59:00,618.62,C10509,United Kingdom
INV500094,P1006,Wireless Mouse,Electronics,10,2025-01-05 21:08:00,640.7,C10047,United Kingdom
INV500094,P1011,Desk Organizer,Office,2,2025-01-05 21:08:00,503.26,C10047,United Kingdom
INV500094,P1012,Notebook Pack,Office,1,2025-01-05 21:08:00,215.22,C10047,United Kingdom
CINV500095,P1012,Notebook Pack,Office,-3,2025-08-13 10:39:00,223.25,C10583,EIRE
CINV500095,P1020,USB-C Cable,Electronics,-1,2025-08-13 10:39:00,181.92,C10583,EIRE
INV500096,P1017,Sunscreen SPF 50,Beauty,1,2025-04-25 18:55:00,528.05,C10579,United Kingdom
INV500096,P1023,Water Bottle,Fitness,2,2025-04-25 18:55:00,704.19,C10579,United Kingdom
INV500097,P1011,Desk Organizer,Office,1,2025-02-08 20:31:00,472.17,C10170,United Kingdom
INV500097,P1009,Yoga Mat,Fitness,5,2025-02-08 20:31:00,979.96,C10170,United Kingdom
INV500098,P1020,USB-C Cable,Electronics,3,2025-10-09 08:52:00,226.95,C10571,India
INV500099,P1025,Kitchen Storage Jars,Home,-3,2025-04-25 21:29:00,759.68,C10837,India
INV500099,P1020,USB-C Cable,Electronics,3,2025-04-25 21:29:00,220.49,C10837,India
INV500100,P1007,Ceramic Coffee Mug,Home,1,2025-07-29 09:16:00,333.94,C10842,India
INV500100,P1004,Leather Wallet,Accessories,3,2025-07-29 09:16:00,690.62,C10842,India
INV500100,P1030,Sports Socks Pack,Apparel,1,2025-07-29 09:16:00,324.43,C10842,India
INV500101,P1004,Leather Wallet,Accessories,1,2025-10-24 10:46:00,908.7,C10182,India
INV500101,P1013,LED Table Lamp,Home,2,2025-10-24 10:46:00,1202.75,C10182,India
INV500101,P1022,Dark Chocolate Box,Grocery,5,2025-10-24 10:46:00,558.45,C10182,India
INV500101,P1020,USB-C Cable,Electronics,3,2025-10-24 10:46:00,212.37,C10182,India
INV500102,P1012,Notebook Pack,Office,3,2025-11-23 13:45:00,230.71,C10556,India
INV500103,P1005,Bluetooth Speaker,Electronics,1,2025-01-07 16:06:00,2014.53,C10433,United Kingdom
INV500104,P1012,Notebook Pack,Office,5,2025-06-01 11:48:00,216.16,C10804,Singapore
INV500104,P1027,Desk Plant,Home,4,2025-06-01 11:48:00,322.32,C10804,Singapore
INV500104,P1015,Luggage Tag Set,Travel,1,2025-06-01 11:48:00,253.67,,Singapore
INV500105,P1021,Premium Tea Pack,Grocery,3,2025-04-26 22:40:00,438.67,C10850,Germany
INV500105,P1012,Notebook Pack,Office,1,2025-04-26 22:40:00,199.99,C10850,Germany
INV500105,P1025,Kitchen Storage Jars,Home,1,2025-04-26 22:40:00,750.26,C10850,Germany
INV500105,P1019,Phone Stand,Electronics,8,2025-04-26 22:40:00,311.44,C10850,Germany
INV500106,P1026,Smart Watch Strap,Electronics,2,2025-09-27 11:11:00,340.39,C10326,Germany
INV500106,P1017,Sunscreen SPF 50,Beauty,4,2025-09-27 11:11:00,504.48,C10326,Germany
INV500106,P1006,Wireless Mouse,Electronics,2,2025-09-27 11:11:00,800.79,C10326,Germany
INV500107,P1010,Protein Shaker,Fitness,4,2025-02-28 14:16:00,350.8,C10816,United Kingdom
INV500107,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-28 14:16:00,426.42,C10816,United Kingdom
INV500107,P1030,Sports Socks Pack,Apparel,3,2025-02-28 14:16:00,268.13,C10816,United Kingdom
INV500108,P1024,Laptop Sleeve,Accessories,1,2025-08-11 18:52:00,754.74,C10760,United Kingdom
INV500108,P1022,Dark Chocolate Box,Grocery,2,2025-08-11 18:52:00,574.74,C10760,United Kingdom
INV500108,P1005,Bluetooth Speaker,Electronics,3,2025-08-11 18:52:00,2401.63,C10760,United Kingdom
INV500108,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-11 18:52:00,463.31,C10760,United Kingdom
INV500108,P1015,Luggage Tag Set,Travel,2,2025-08-11 18:52:00,252.0,C10760,United Kingdom
INV500108,P1023,Water Bottle,Fitness,1,2025-08-11 18:52:00,637.23,C10760,United Kingdom
INV500109,P1019,Phone Stand,Electronics,2,2025-10-12 10:07:00,347.11,C10567,United Kingdom
INV500110,P1020,USB-C Cable,Electronics,1,2025-09-20 10:10:00,176.17,C10662,United Kingdom
INV500111,P1003,Running Shoes,Footwear,3,2025-11-27 16:04:00,2487.48,C10473,United Kingdom
INV500111,P1009,Yoga Mat,Fitness,6,2025-11-27 16:04:00,933.47,C10473,United Kingdom
INV500112,P1008,Scented Candle Set,Home,3,2025-06-11 14:10:00,629.37,C10374,India
INV500113,P1004,Leather Wallet,Accessories,5,2025-07-03 20:19:00,902.18,C10457,Germany
INV500113,P1006,Wireless Mouse,Electronics,1,2025-07-03 20:19:00,577.87,C10457,Germany
INV500113,P1021,Premium Tea Pack,Grocery,6,2025-07-03 20:19:00,406.41,C10457,Germany
INV500114,P1015,Luggage Tag Set,Travel,2,2025-10-29 19:54:00,249.19,C10229,United Kingdom
INV500114,P1017,Sunscreen SPF 50,Beauty,2,2025-10-29 19:54:00,489.34,C10229,United Kingdom
INV500115,P1008,Scented Candle Set,Home,3,2025-07-03 08:14:00,602.86,C10496,India
INV500115,P1003,Running Shoes,Footwear,3,2025-07-03 08:14:00,2142.05,C10496,India
INV500115,P1009,Yoga Mat,Fitness,2,2025-07-03 08:14:00,954.64,C10496,India
INV500115,P1012,Notebook Pack,Office,10,2025-07-03 08:14:00,179.15,C10496,India
INV500116,P1008,Scented Candle Set,Home,1,2025-09-14 22:08:00,523.58,C10007,Netherlands
INV500116,P1003,Running Shoes,Footwear,2,2025-09-14 22:08:00,2151.14,C10007,Netherlands
CINV500117,P1005,Bluetooth Speaker,Electronics,-2,2025-01-23 10:36:00,1847.44,C10250,United Kingdom
CINV500117,P1021,Premium Tea Pack,Grocery,-1,2025-01-23 10:36:00,430.54,C10250,United Kingdom
CINV500117,P1017,Sunscreen SPF 50,Beauty,-5,2025-01-23 10:36:00,439.82,C10250,United Kingdom
INV500118,P1011,Desk Organizer,Office,1,2025-09-19 12:10:00,430.49,C10676,India
INV500118,P1030,Sports Socks Pack,Apparel,1,2025-09-19 12:10:00,255.55,C10676,India
INV500118,P1015,Luggage Tag Set,Travel,1,2025-09-19 12:10:00,247.41,C10676,India
INV500118,P1020,USB-C Cable,Electronics,3,2025-09-19 12:10:00,200.58,C10676,India
INV500119,P1030,Sports Socks Pack,Apparel,2,2025-07-15 13:37:00,272.58,C10809,United Kingdom
INV500119,P1025,,Home,1,2025-07-15 13:37:00,656.75,C10809,United Kingdom
INV500119,P1027,Desk Plant,Home,1,2025-07-15 13:37:00,387.23,C10809,United Kingdom
INV500119,P1023,Water Bottle,Fitness,2,2025-07-15 13:37:00,612.95,C10809,United Kingdom
INV500120,P1016,Face Serum,Beauty,4,2025-09-05 10:23:00,866.03,C10571,India
INV500120,P1009,Yoga Mat,Fitness,8,2025-09-05 10:23:00,855.24,C10571,India
INV500120,P1010,Protein Shaker,Fitness,1,2025-09-05 10:23:00,335.07,C10571,India
INV500121,P1020,USB-C Cable,Electronics,8,2025-02-02 12:14:00,191.88,C10091,United Kingdom
INV500121,P1002,Denim Jacket,Apparel,1,2025-02-02 12:14:00,1895.15,,United Kingdom
INV500122,P1020,USB-C Cable,Electronics,3,2025-11-03 16:33:00,233.08,C10803,India
INV500122,P1006,Wireless Mouse,Electronics,1,2025-11-03 16:33:00,577.05,C10803,India
INV500122,P1022,Dark Chocolate Box,Grocery,3,2025-11-03 16:33:00,518.85,C10803,India
INV500122,P1002,Denim Jacket,Apparel,1,2025-11-03 16:33:00,1676.84,C10803,India
INV500123,P1019,Phone Stand,Electronics,2,2025-05-12 22:34:00,328.06,C10526,Germany
INV500123,P1009,Yoga Mat,Fitness,1,2025-05-12 22:34:00,860.99,C10526,Germany
INV500123,P1023,,Fitness,1,2025-05-12 22:34:00,697.21,C10526,Germany
INV500123,P1015,Luggage Tag Set,Travel,3,2025-05-12 22:34:00,277.78,C10526,Germany
INV500124,P1007,Ceramic Coffee Mug,Home,1,2025-04-04 19:43:00,269.85,C10276,United Kingdom
INV500124,P1016,,Beauty,1,2025-04-04 19:43:00,1046.51,C10276,United Kingdom
INV500124,P1024,Laptop Sleeve,Accessories,2,2025-04-04 19:43:00,839.26,C10276,United Kingdom
INV500124,P1030,Sports Socks Pack,Apparel,4,2025-04-04 19:43:00,300.2,C10276,United Kingdom
INV500124,P1008,Scented Candle Set,Home,8,2025-04-04 19:43:00,498.2,C10276,United Kingdom
INV500124,P1028,Gift Wrapping Paper,Stationery,2,2025-04-04 19:43:00,139.11,,United Kingdom
INV500125,P1016,Face Serum,Beauty,1,2025-04-06 16:16:00,874.38,C10266,India
INV500125,P1020,USB-C Cable,Electronics,2,2025-04-06 16:16:00,233.34,C10266,India
INV500126,P1005,Bluetooth Speaker,Electronics,20,2025-04-11 10:51:00,2475.59,C10391,Spain
INV500126,P1016,Face Serum,Beauty,2,2025-04-11 10:51:00,866.12,C10391,Spain
INV500126,P1026,Smart Watch Strap,Electronics,2,2025-04-11 10:51:00,375.25,C10391,Spain
INV500126,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-11 10:51:00,564.99,C10391,Spain
INV500126,P1006,Wireless Mouse,Electronics,4,2025-04-11 10:51:00,662.54,C10391,Spain
INV500126,P1014,Travel Backpack,Travel,1,2025-04-11 10:51:00,1674.82,C10391,Spain
INV500127,P1006,Wireless Mouse,Electronics,1,2025-07-27 21:58:00,737.5,C10586,United Kingdom
CINV500128,P1006,Wireless Mouse,Electronics,-3,2025-10-28 16:28:00,739.77,C10372,Germany
CINV500128,P1028,Gift Wrapping Paper,Stationery,-1,2025-10-28 16:28:00,169.31,C10372,Germany
INV500129,P1029,Cotton Bedsheet,Home,4,2025-11-13 10:05:00,1272.42,C10269,India
INV500129,P1013,LED Table Lamp,Home,6,2025-11-13 10:05:00,1469.33,C10269,India
INV500129,P1010,Protein Shaker,Fitness,8,2025-11-13 10:05:00,353.94,C10269,India
INV500130,P1016,,Beauty,2,2025-11-24 16:19:00,821.26,C10656,United Kingdom
INV500130,P1018,Hair Care Kit,Beauty,2,2025-11-24 16:19:00,822.17,C10656,United Kingdom
INV500130,P1008,Scented Candle Set,Home,1,2025-11-24 16:19:00,541.04,,United Kingdom
INV500130,P1026,Smart Watch Strap,Electronics,1,2025-11-24 16:19:00,433.06,C10656,United Kingdom
INV500130,P1003,Running Shoes,Footwear,4,2025-11-24 16:19:00,2867.81,C10656,United Kingdom
INV500131,P1010,Protein Shaker,Fitness,2,2025-04-07 21:04:00,343.07,C10423,United Kingdom
INV500132,P1023,Water Bottle,Fitness,1,2025-04-06 09:18:00,523.67,C10023,United Kingdom
INV500132,P1015,Luggage Tag Set,Travel,2,2025-04-06 09:18:00,275.12,C10023,United Kingdom
INV500133,P1027,Desk Plant,Home,2,2025-10-06 15:11:00,287.77,C10074,United Kingdom
INV500134,P1017,Sunscreen SPF 50,Beauty,10,2025-04-12 15:47:00,577.36,C10035,United Kingdom
INV500134,P1022,Dark Chocolate Box,Grocery,2,2025-04-12 15:47:00,509.24,C10035,United Kingdom
INV500134,P1007,Ceramic Coffee Mug,Home,2,2025-04-12 15:47:00,246.8,C10035,United Kingdom
INV500134,P1016,Face Serum,Beauty,3,2025-04-12 15:47:00,960.73,C10035,United Kingdom
INV500135,P1025,Kitchen Storage Jars,Home,2,2025-11-13 13:59:00,686.07,C10703,EIRE
INV500135,P1021,Premium Tea Pack,Grocery,6,2025-11-13 13:59:00,432.5,,EIRE
INV500135,P1002,Denim Jacket,Apparel,3,2025-11-13 13:59:00,1939.35,C10703,EIRE
INV500135,P1028,Gift Wrapping Paper,Stationery,2,2025-11-13 13:59:00,168.72,C10703,EIRE
INV500135,P1012,Notebook Pack,Office,4,2025-11-13 13:59:00,201.98,C10703,EIRE
INV500135,P1029,Cotton Bedsheet,Home,3,2025-11-13 13:59:00,1235.44,C10703,EIRE
INV500136,P1005,Bluetooth Speaker,Electronics,1,2025-09-26 18:31:00,1879.38,C10195,United Kingdom
INV500136,P1020,USB-C Cable,Electronics,1,2025-09-26 18:31:00,176.91,,United Kingdom
INV500136,P1010,Protein Shaker,Fitness,3,2025-09-26 18:31:00,292.35,C10195,United Kingdom
INV500136,P1011,Desk Organizer,Office,6,2025-09-26 18:31:00,502.68,C10195,United Kingdom
INV500137,P1020,USB-C Cable,Electronics,1,2025-07-08 20:45:00,168.22,C10842,India
INV500138,P1008,Scented Candle Set,Home,2,2025-07-17 11:12:00,611.54,C10545,United Kingdom
INV500138,P1019,Phone Stand,Electronics,2,2025-07-17 11:12:00,256.39,C10545,United Kingdom
INV500138,P1021,Premium Tea Pack,Grocery,3,2025-07-17 11:12:00,461.27,C10545,United Kingdom
INV500139,P1008,Scented Candle Set,Home,2,2025-08-09 21:46:00,-609.83,C10649,United Kingdom
INV500139,P1019,Phone Stand,Electronics,1,2025-08-09 21:46:00,275.8,,United Kingdom
INV500140,P1023,Water Bottle,Fitness,2,2025-06-11 08:49:00,690.85,C10220,United Kingdom
INV500140,P1027,Desk Plant,Home,3,2025-06-11 08:49:00,315.45,C10220,United Kingdom
INV500140,P1009,Yoga Mat,Fitness,3,2025-06-11 08:49:00,1104.34,C10220,United Kingdom
INV500140,P1030,Sports Socks Pack,Apparel,3,2025-06-11 08:49:00,277.51,C10220,United Kingdom
INV500141,P1028,Gift Wrapping Paper,Stationery,6,2025-08-11 14:59:00,156.18,C10357,Australia
INV500141,P1025,Kitchen Storage Jars,Home,2,2025-08-11 14:59:00,855.89,C10357,Australia
INV500141,P1008,Scented Candle Set,Home,2,2025-08-11 14:59:00,510.61,C10357,Australia
INV500141,P1024,Laptop Sleeve,Accessories,4,2025-08-11 14:59:00,914.58,C10357,Australia
INV500141,P1021,Premium Tea Pack,Grocery,2,2025-08-11 14:59:00,355.64,C10357,Australia
INV500142,P1022,Dark Chocolate Box,Grocery,1,2025-02-06 12:49:00,531.92,C10249,India
INV500142,P1030,Sports Socks Pack,Apparel,1,2025-02-06 12:49:00,282.82,C10249,India
INV500143,P1024,Laptop Sleeve,Accessories,1,2025-04-13 18:23:00,754.83,C10240,India
INV500144,P1011,Desk Organizer,Office,1,2025-02-26 12:28:00,452.76,C10711,India
INV500144,P1007,Ceramic Coffee Mug,Home,1,2025-02-26 12:28:00,307.93,C10711,India
INV500144,P1024,,Accessories,3,2025-02-26 12:28:00,754.36,C10711,India
INV500145,P1028,Gift Wrapping Paper,Stationery,2,2025-07-04 21:06:00,174.74,C10676,India
INV500146,P1018,Hair Care Kit,Beauty,2,2025-04-06 11:32:00,1086.89,,United Kingdom
INV500146,P1023,Water Bottle,Fitness,12,2025-04-06 11:32:00,550.67,C10091,United Kingdom
INV500146,P1001,Organic Cotton T-Shirt,Apparel,8,2025-04-06 11:32:00,579.68,C10091,United Kingdom
INV500146,P1002,Denim Jacket,Apparel,2,2025-04-06 11:32:00,2020.68,C10091,United Kingdom
INV500146,P1008,Scented Candle Set,Home,1,2025-04-06 11:32:00,621.72,C10091,United Kingdom
INV500146,P1017,Sunscreen SPF 50,Beauty,1,2025-04-06 11:32:00,433.99,C10091,United Kingdom
INV500147,P1006,Wireless Mouse,Electronics,8,2025-03-16 18:59:00,602.97,C10789,United Kingdom
INV500147,P1011,Desk Organizer,Office,2,2025-03-16 18:59:00,434.65,C10789,United Kingdom
INV500147,P1003,Running Shoes,Footwear,4,2025-03-16 18:59:00,2145.24,C10789,United Kingdom
INV500148,P1012,Notebook Pack,Office,2,2025-11-02 11:14:00,206.5,C10237,Netherlands
INV500148,P1003,Running Shoes,Footwear,1,2025-11-02 11:14:00,2078.17,C10237,Netherlands
INV500148,P1023,Water Bottle,Fitness,12,2025-11-02 11:14:00,654.59,C10237,Netherlands
INV500148,P1025,Kitchen Storage Jars,Home,2,2025-11-02 11:14:00,786.79,C10237,Netherlands
INV500149,P1018,Hair Care Kit,Beauty,4,2025-07-21 17:47:00,1006.43,C10321,Netherlands
INV500149,P1017,Sunscreen SPF 50,Beauty,2,2025-07-21 17:47:00,541.25,C10321,Netherlands
INV500149,P1021,Premium Tea Pack,Grocery,2,2025-07-21 17:47:00,370.93,C10321,Netherlands
INV500150,P1003,Running Shoes,Footwear,4,2025-03-14 15:53:00,2892.9,C10530,United Kingdom
INV500150,P1024,Laptop Sleeve,Accessories,3,2025-03-14 15:53:00,967.82,C10530,United Kingdom
INV500150,P1017,Sunscreen SPF 50,Beauty,4,2025-03-14 15:53:00,538.23,C10530,United Kingdom
INV500151,P1013,LED Table Lamp,Home,6,2025-09-19 17:10:00,1329.63,C10394,United Kingdom
INV500151,P1002,Denim Jacket,Apparel,2,2025-09-19 17:10:00,1768.78,C10394,United Kingdom
INV500152,P1015,Luggage Tag Set,Travel,2,2025-01-02 17:48:00,204.7,C10208,United Kingdom
INV500152,P1016,Face Serum,Beauty,1,2025-01-02 17:48:00,931.4,C10208,United Kingdom
CINV500153,P1002,Denim Jacket,Apparel,-3,2025-04-05 10:03:00,1969.61,C10051,United Kingdom
CINV500153,P1005,Bluetooth Speaker,Electronics,-1,2025-04-05 10:03:00,2326.39,C10051,United Kingdom
CINV500153,P1028,Gift Wrapping Paper,Stationery,-2,2025-04-05 10:03:00,124.1,C10051,United Kingdom
INV500154,P1023,Water Bottle,Fitness,2,2025-02-03 12:30:00,580.4,C10564,United Kingdom
INV500155,P1030,Sports Socks Pack,Apparel,5,2025-02-14 15:46:00,273.13,C10542,Australia
INV500155,P1026,Smart Watch Strap,Electronics,3,2025-02-14 15:46:00,398.68,C10542,Australia
INV500155,P1023,Water Bottle,Fitness,1,2025-02-14 15:46:00,591.43,C10542,Australia
INV500155,P1010,Protein Shaker,Fitness,1,2025-02-14 15:46:00,330.11,C10542,Australia
INV500156,P1025,Kitchen Storage Jars,Home,2,2025-06-07 12:32:00,863.55,C10070,United Kingdom
INV500156,P1001,Organic Cotton T-Shirt,Apparel,3,2025-06-07 12:32:00,573.76,C10070,United Kingdom
INV500156,P1004,Leather Wallet,Accessories,2,2025-06-07 12:32:00,751.57,C10070,United Kingdom
INV500157,P1019,Phone Stand,Electronics,4,2025-06-11 16:34:00,340.77,C10743,United Kingdom
INV500158,P1013,LED Table Lamp,Home,4,2025-10-01 21:10:00,1209.34,C10642,United Kingdom
INV500158,P1006,Wireless Mouse,Electronics,2,2025-10-01 21:10:00,781.9,C10642,United Kingdom
INV500158,P1020,USB-C Cable,Electronics,1,2025-10-01 21:10:00,169.81,C10642,United Kingdom
INV500159,P1025,Kitchen Storage Jars,Home,12,2025-09-26 12:49:00,803.64,C10496,India
INV500159,P1028,Gift Wrapping Paper,Stationery,1,2025-09-26 12:49:00,138.86,,India
INV500160,P1001,Organic Cotton T-Shirt,Apparel,1,2025-09-24 20:42:00,445.21,C10106,India
INV500160,P1019,Phone Stand,Electronics,1,2025-09-24 20:42:00,257.5,C10106,India
INV500160,P1025,Kitchen Storage Jars,Home,1,2025-09-24 20:42:00,926.5,C10106,India
INV500160,P1010,Protein Shaker,Fitness,2,2025-09-24 20:42:00,292.55,,India
INV500161,P1021,Premium Tea Pack,Grocery,2,2025-04-02 19:38:00,355.64,C10402,United Kingdom
INV500161,P1027,Desk Plant,Home,2,2025-04-02 19:38:00,297.85,C10402,United Kingdom
INV500161,P1023,Water Bottle,Fitness,4,2025-04-02 19:38:00,592.65,C10402,United Kingdom
INV500161,P1015,Luggage Tag Set,Travel,1,2025-04-02 19:38:00,286.4,C10402,United Kingdom
INV500161,P1020,USB-C Cable,Electronics,1,2025-04-02 19:38:00,197.47,C10402,United Kingdom
INV500162,P1026,Smart Watch Strap,Electronics,3,2025-02-24 13:35:00,361.45,C10416,United Kingdom
INV500162,P1010,Protein Shaker,Fitness,3,2025-02-24 13:35:00,340.35,C10416,United Kingdom
INV500162,P1018,Hair Care Kit,Beauty,3,2025-02-24 13:35:00,1085.09,C10416,United Kingdom
INV500163,P1003,Running Shoes,Footwear,2,2025-08-16 10:19:00,2629.44,C10100,Netherlands
INV500163,P1020,USB-C Cable,Electronics,4,2025-08-16 10:19:00,217.42,C10100,Netherlands
INV500163,P1004,Leather Wallet,Accessories,1,2025-08-16 10:19:00,907.56,C10100,Netherlands
INV500163,P1022,Dark Chocolate Box,Grocery,3,2025-08-16 10:19:00,631.04,C10100,Netherlands
INV500163,P1029,Cotton Bedsheet,Home,5,2025-08-16 10:19:00,0,C10100,Netherlands
INV500163,P1025,Kitchen Storage Jars,Home,1,2025-08-16 10:19:00,736.35,,Netherlands
INV500164,P1006,Wireless Mouse,Electronics,2,2025-07-15 14:34:00,785.39,C10416,United Kingdom
INV500164,P1016,Face Serum,Beauty,1,2025-07-15 14:34:00,947.02,C10416,United Kingdom
INV500165,P1029,Cotton Bedsheet,Home,1,2025-11-25 20:26:00,1303.4,C10141,United Kingdom
INV500165,P1026,Smart Watch Strap,Electronics,3,2025-11-25 20:26:00,448.81,C10141,United Kingdom
INV500165,P1023,Water Bottle,Fitness,12,2025-11-25 20:26:00,613.7,C10141,United Kingdom
INV500165,P1020,USB-C Cable,Electronics,3,2025-11-25 20:26:00,233.64,C10141,United Kingdom
INV500165,P1030,Sports Socks Pack,Apparel,1,2025-11-25 20:26:00,296.03,C10141,United Kingdom
INV500166,P1025,Kitchen Storage Jars,Home,2,2025-11-10 08:57:00,790.15,C10320,Spain
INV500166,P1001,Organic Cotton T-Shirt,Apparel,1,2025-11-10 08:57:00,574.96,C10320,Spain
INV500167,P1026,Smart Watch Strap,Electronics,5,2025-10-21 08:42:00,367.09,C10174,France
INV500167,P1024,Laptop Sleeve,Accessories,1,2025-10-21 08:42:00,928.7,C10174,France
INV500167,P1020,USB-C Cable,Electronics,2,2025-10-21 08:42:00,220.45,C10174,France
INV500167,P1001,Organic Cotton T-Shirt,Apparel,1,2025-10-21 08:42:00,498.27,C10174,France
INV500167,P1010,Protein Shaker,Fitness,1,2025-10-21 08:42:00,378.45,C10174,France
INV500167,P1016,Face Serum,Beauty,2,2025-10-21 08:42:00,834.71,C10174,France
INV500167,P1003,,Footwear,2,2025-10-21 08:42:00,2179.76,C10174,France
INV500167,P1005,Bluetooth Speaker,Electronics,10,2025-10-21 08:42:00,2343.77,,France
INV500168,P1004,Leather Wallet,Accessories,2,2025-05-20 13:17:00,877.57,C10668,United Kingdom
INV500168,P1009,Yoga Mat,Fitness,3,2025-05-20 13:17:00,883.89,C10668,United Kingdom
INV500169,P1009,Yoga Mat,Fitness,1,2025-08-17 13:14:00,1032.86,C10107,United Kingdom
INV500169,P1007,Ceramic Coffee Mug,Home,1,2025-08-17 13:14:00,310.27,C10107,United Kingdom
INV500169,P1002,Denim Jacket,Apparel,1,2025-08-17 13:14:00,1683.15,C10107,United Kingdom
INV500169,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-17 13:14:00,533.53,C10107,United Kingdom
INV500170,P1009,Yoga Mat,Fitness,1,2025-07-15 14:21:00,996.14,C10064,India
INV500170,P1027,Desk Plant,Home,3,2025-07-15 14:21:00,299.16,C10064,India
INV500170,P1030,Sports Socks Pack,Apparel,1,2025-07-15 14:21:00,314.11,C10064,India
INV500170,P1006,Wireless Mouse,Electronics,2,2025-07-15 14:21:00,702.87,C10064,India
